CBTS9 (158),Cow,641.3852,15.07105,13.99401,12.95914,12.87569
CBTS9 (159),Cow,645.1513,14.32257,13.97636,12.86891,12.17687
CBTS9 (16),Cow,673.19,14.92215,14.04699,13.70562,13.51074
CBTS9 (160),Cow,649.0348,14.66925,13.57092,13.1634,12.78189
CBTS9 (161),Cow,630.4935,13.71093,13.28662,12.64684,12.30463
CBTS9 (163),Cow,660.0668,13.93352,13.11175,12.4533,12.08587
CBTS9 (164),Cow,646.2778,13.36075,12.72885,12.1257,11.7434
CBTS9 (166),Cow,622.8391,14.41729,13.4858,12.89423,12.53149
CBTS9 (167),Cow,629.538,14.29209,13.29068,12.90451,12.14829
CBTS9 (168),Cow,632.772,14.31202,13.33294,11.44542,11.10167
CBTS9 (169),Cow,651.9607,12.54708,11.54317,11.06687,10.78013
CBTS9 (17),Cow,648.5654,21.1019,20.37085,18.69851,17.85661
CBTS9 (170),Cow,647.8514,13.80827,13.06868,12.10992,11.96327
CBTS9 (171),Cow,670.1855,13.30724,13.10901,12.40632,12.05467
CBTS9 (173),Cow,645.2806,14.26201,13.47067,12.48526,12.28948
CBTS9 (174),Cow,640.1328,13.15471,12.5978,12.33193,11.97963
CBTS9 (176),Cow,630.4253,14.09733,12.88979,12.78854,12.53454
CBTS9 (178),Cow,649.5309,15.25329,13.7124,13.35526,13.03279
CBTS9 (179),Cow,675.1642,12.71902,12.51114,12.00412,11.90119
CBTS9 (18),Cow,655.2519,16.38196,15.48415,14.96786,14.0034
CBTS9 (180),Cow,674.8337,13.87092,12.49214,12.25173,12.09711
